Code,Name,Polling_Districts
1987,MOKGACHA PRIMARY SCHOOL,SERONGA-GUNOTSOGA
0382,BEETSHA PRIMARY SCHOOL,BEETSHA-GUDIGWA
0383,TENT AT MATSWII,BEETSHA-GUDIGWA
0384,TENT AT NDOROTSHA,BEETSHA-GUDIGWA
0385,GUDIGWA PRIMARY SCHOOL,BEETSHA-GUDIGWA
0386,TENT AT VUMBURA SAFARI CAMP,BEETSHA-GUDIGWA
0387,ERETSHA PRIMARY SCHOOL,BEETSHA-GUDIGWA
0388,TENT AT KATJIRATJIRA,BEETSHA-GUDIGWA
0389,TENT AT BOTSHABELO WARD (BEETSHA),BEETSHA-GUDIGWA
0390,DUBA PLAINS SAFARI CAMP,BEETSHA-GUDIGWA
0391,BUTALE PRIMARY SCHOOL  ,BUTALE-SENYAWE
0392,SENYAWE PRIMARY SCHOOL,BUTALE-SENYAWE
0393,SENYAWE VDC OFFICES,BUTALE-SENYAWE
0394,MOWANA PRIMARY SCHOOL ,MOWANA-TSHESEBE
0395,THAMANI CJSS ,MOWANA-TSHESEBE
0396,TENT AT PPC CHURCH,MOWANA-TSHESEBE
0397,TSHESEBE PRIMARY SCHOOL,MOWANA-TSHESEBE
0398,THEMASHANGA PRIMARY SCHOOL,THEMASHANGA
0399,TENT AT SEKONJWE MOBILE HEALTH STOP SPACE,THEMASHANGA
0400,TENT AT SEKGOPHANE WARD OPEN SPACE,THEMASHANGA
0401,SHANGANANI JUNIOR SECONDARY SCHOOL,MABUDZANE-TSAMAYA
0402,MABUDZANE PRIMARY SCHOOL,MABUDZANE-TSAMAYA
0403,TSAMAYA KGOTLA,MABUDZANE-TSAMAYA
0404,TENT AT NEWSTANCE OPEN SPACE,MABUDZANE-TSAMAYA
0405,SIVIYA PRIMARY SCHOOL,JACKALAS 2-SIVIYA
0406,JACKALAS 2 PRIMARY SCHOOL,JACKALAS 2-SIVIYA
0407,TENT AT SIGIDI WARD OPEN SPACE,JACKALAS 2-SIVIYA
0408,TENT AT NGANUNU WARD OPEN SPACE,JACKALAS 2-SIVIYA
0409,MATSHELAGABEDI PRIMARY SCHOOL,MATSHELAGABEDI
0410,TENT AT SEKUKWE MOBILE HEALTH STOP,MATSHELAGABEDI
0411,TENT AT MHATANE CATTLE CRUSH,MATSHELAGABEDI
0412,MATSHELAGABEDI COMMUNITY HALL,MATSHELAGABEDI
0413,TENT AT IPOPENG INDUSTRIAL VDC,MATSHELAGABEDI
0414,MATOPI PRIMARY SCHOOL,MATOPI-MATSILOJE
0415,MATSILOJE JUNIOR SECONDARY SCHOOL,MATOPI-MATSILOJE
0416,MATSILOJE PRIMARY SCHOOL,MATOPI-MATSILOJE
0417,TENT AT DIPOLASE MOBILE HEALTH STOP,MATOPI-MATSILOJE
0418,TENT AT POBE-POBE MOBILE HEALTH STOP,MATOPI-MATSILOJE
0419,TENT AT LEPHANE MOBILE HEALTH STOP,MATOPI-MATSILOJE
0420,DITLADI PRIMARY SCHOOL,DITLA-PATA
0421,PATAYAMATEBELE PRIMARY SCHOOL,DITLA-PATA
0422,TENT AT DITLATSANA KGOTLA ,DITLA-PATA
0423,PELOTELELE PRIMARY SCHOOL,SHASHE BRIDGE-TATI SIDING SOUTH
0424,TASHATA JUNIOR SECONDARY SCHOOL,SHASHE BRIDGE-TATI SIDING SOUTH
0425,TENT AT MMOROSO WARD,SHASHE BRIDGE-TATI SIDING SOUTH
0426,TENT AT BHC,SHASHE BRIDGE-TATI SIDING SOUTH
0427,TATI SIDING PRIMARY SCHOOL,TATI SIDING CENTRAL
0428,TATI SIDING COMMUNITY HALL,TATI SIDING CENTRAL
0429,RAC OFFICES,TATI SIDING NORTH
0430,BUGALO PRIMARY SCHOOL,TATI SIDING NORTH
0431,RAMOKGWEBANA PRIMARY SCHOOL,JACKALAS 1-RAMOKGWEBANA
0432,JACKALAS 1 PRIMARY SCHOOL,JACKALAS 1-RAMOKGWEBANA
0433,TENT AT ELEVEN APOSTOLIC CHURCH,JACKALAS 1-RAMOKGWEBANA
0434,TENT AT SDA CHURCH,JACKALAS 1-RAMOKGWEBANA
0435,TENT AT MAZIBAKUFA TRUST OPEN SPACE,JACKALAS 1-RAMOKGWEBANA
0436,KGARI PRIMARY SCHOOL,KGARI-MOROKA
0437,MOROKA PRIMARY SCHOOL,KGARI-MOROKA
0438,TENT AT SALVATION CHURCH,KGARI-MOROKA
0439,MAPOKA PRIMARY SCHOOL,MAPOKA-MASUKWANE-NLAPKHWANE
0440,BATANANI JUNIOR SECONDARY SCHOOL,MAPOKA-MASUKWANE-NLAPKHWANE
0441,MASUKWANE PRIMARY SCHOOL,MAPOKA-MASUKWANE-NLAPKHWANE
0442,NLAPKHWANE PRIMARY SCHOOL,MAPOKA-MASUKWANE-NLAPKHWANE
0443,TENT AT MALOBELA OPEN SPACE,MAPOKA-MASUKWANE-NLAPKHWANE
0444,TENT AT WORD OF GOD,MAPOKA-MASUKWANE-NLAPKHWANE
0445,TENT AT BOTSHABELO OPEN SPACE ,MAPOKA-MASUKWANE-NLAPKHWANE
0446,TENT AT MUTHOMBO KGOTLA,MAPOKA-MASUKWANE-NLAPKHWANE
0447,ZWENSHAMBE PRIMARY SCHOOL ,ZWEGAGU
0448,GAMBULE PRIMARY SCHOOL,ZWEGAGU
0449,GUNGWE PRIMARY SCHOOL,ZWEGAGU
0450,ZWENSHAMBE JUNIOR SECONDARY SCHOOL,ZWEGAGU
0451,MOSOJANE PRIMARY SCHOOL,MOSOJANE-MULAMBAKWENA-POLE
0452,POLE PRIMARY SCHOOL,MOSOJANE-MULAMBAKWENA-POLE
0453,MULAMBAKWENA PRIMARY SCHOOL,MOSOJANE-MULAMBAKWENA-POLE
0454,TENT AT PHAMBUKA WARD,MOSOJANE-MULAMBAKWENA-POLE
0455,TENT AT NYEWELE OPEN SPACE,MOSOJANE-MULAMBAKWENA-POLE
0456,LETSHOLATHEBE PRIMARY SCHOOL,LETSHOLATHEBE-MASUNGA
0457,MASUNGA SENIOR SECONDARY SCHOOL,LETSHOLATHEBE-MASUNGA
0458,VUKWI PRIMARY SCHOOL,MASUNGA-VUKWI
0459,MASUNGA PRIMARY SCHOOL,MASUNGA-VUKWI
0460,TENT AT ABM UNIVERSITY OPEN SPACE ,MASUNGA-VUKWI
0461,SEKAKANGWE PRIMARY SCHOOL,KASEMBA
0462,KALAKAMATI PRIMARY SCHOOL,KASEMBA
0463,MBALAMBI PRIMARY SCHOOL,KASEMBA
0464,TENT AT DEMBEDZI WARD OPEN SPACE,KASEMBA
0465,MAENJANI JUNIOR SECONDARY SCHOOL,KASEMBA
0466,LEGOLA PRIMARY SCHOOL,BOTALAOTE-MAKALENG-TOTENG
0467,MAKALENG PRIMARY SCHOOL,BOTALAOTE-MAKALENG-TOTENG
0468,TENT AT ROMAN CATHOLIC CHURCH,BOTALAOTE-MAKALENG-TOTENG
0469,TENT AT BOTALAOTE KGOTLA,BOTALAOTE-MAKALENG-TOTENG
0470,GULUBANE PRIMARY SCHOOL,GULUBANE-MATENGE
0471,MATENGE PRIMARY SCHOOL,GULUBANE-MATENGE
0472,TENT AT MATSHINGITSHI KGOTLA,GULUBANE-MATENGE
0473,MAMBO PRIMARY SCHOOL,MAMBO-MASINGWANENG-SECHELE
0474,MASINGWANENG PRIMARY SCHOOL,MAMBO-MASINGWANENG-SECHELE
0475,SECHELE PRIMARY SCHOOL,MAMBO-MASINGWANENG-SECHELE
0476,TENT AT AREA S DAY CARE CENTRE,NTSHE
0477,TENT AT PRISON DAY CARE CENTRE,NTSHE
0478,LEKGABA PRIMARY SCHOOL,NTSHE
0479,OUR LADY OF DESSERT PRIMARY SCHOOL,ITEKENG
0480,TENT AT OLD AGRICULTURAL OFFICES,ITEKENG
0481,NYANGABGWE PRIMARY SCHOOL,ITEKENG
0482,TENT AT CHURCH OF GOD IN CHRIST (COGIC),ITEKENG
0483,INSTITUTE OF HEALTH SCIENCES ,CENTRAL
0484,FRANCISTOWN COLLEGE OF EDUCATION,CENTRAL
0485,TENT AT BIBLE LIFE MINISTRIES,CENTRAL
0486,IKHUTSENG PRIMARY SCHOOL,CENTRAL
0487,TENT AT THE YOUTH HOUSE,CENTRAL
0488,DONGA JUNIOR SECONDARY SCHOOL,DONGA
0489,TENT AT DONGA ROMAN CATHOLIC CHURCH,DONGA
0490,DONGA CUSTOMARY COURT,DONGA
0491,PELOTSHWAANA PRIMARY SCHOOL,DONGA
0492,MARADU PRIMARY SCHOOL,SATELLITE NORTH
0493,TENT AT COLOURED PARK ,SATELLITE NORTH
0494,TENT AT ST JOHN OF ZIMBABWE,SATELLITE NORTH
0495,TENT AT LIGHT OF THE WORLD ACADEMY,SELEPA
0496,TENT AT OPEN SPACE BEHIND EASTERN GATE ACADEMY,SELEPA
0497,MOPHATO PRIVATE SCHOOL,SELEPA
0498,SELEPA JUNIOR SECONDARY SCHOOL,SELEPA
0499,SATELLITE PRIMARY SCHOOL,SATELLITE SOUTH
0500,SATELLITE PARK,SATELLITE SOUTH
0501,TENT AT OPEN SPACE IN FRONT OF PLOT NO. 32588,SATELLITE SOUTH
0502,GOLDMINE COMMUNITY JUNIOR SECONDARY SCHOOL,IPOPENG
0503,MOREMOGOLO PRIMARY SCHOOL,IPOPENG
0504,TENT AT MASEGO CLINIC ,IPOPENG
0505,BLOCK 7 KGOTLA SHELTER (LOOBO),IPOPENG
0506,TENT AT LAPOLOGANG CLINIC ,BOIKHUTSO
0507,WDC DAY CARE CENTRE,BOIKHUTSO
0508,TENT AT CHRIST CITADEL INTERNATIONAL CHURCH (CIC),BOIKHUTSO
0509,AERODROME CCP HALL,BOIKHUTSO
0510,TENT AT ST FAITH CHURCH,BOIKHUTSO
0511,BLOCK 2 PLAYGROUND (SWINGS),PHILLIP MATANTE WEST
0512,PHATSIMO PRIMARY SCHOOL,PHILLIP MATANTE WEST
0513,TENT AT OPEN SPACE (PARK) ,PHILLIP MATANTE WEST
0514,MOKALENG PRIMARY SCHOOL,PHILLIP MATANTE EAST
0515,MONTSAMAISA JUNIOR SECONDARY SCHOOL,PHILLIP MATANTE EAST
0516,BLOCK IV KGOTLA (LOOBO),PHILLIP MATANTE EAST
0517,PHASE IV PRIMARY SCHOOL,IKAGELENG
0518,TENT AT BLOCK 1 OPEN SPACE (PARK),IKAGELENG
0519,PHASE IV COMMUNITY HALL,IKAGELENG
0520,TENT AT OPEN SPACE (JWANENG) ,IKAGELENG
0521,MAHUBE PRIMARY SCHOOL,SOMERSET EAST
0522,NTLO YA EFANGELE ,SOMERSET EAST
0523,WDC DAY CARE CENTRE,SOMERSET EAST
0524,SOMERSET EAST KGOTLA SHELTER (LOOBO) ,SOMERSET EAST
0525,PLAYGROUND BLOCK 9 ,TSHWARAGANO
0526,BOTSWANA PENTECOASTAL PROTESTANT CHURCH,TSHWARAGANO
0527,TENT AT OPEN SPACE NEXT TO MOLAPO SATELLITE POLICE STATION,TSHWARAGANO
0528,NTSHE PRIMARY SCHOOL,SELOLWE
0529,PHATLHOGO PRIMARY SCHOOL,SELOLWE
0531,PHASE 6 WDC OFFICE,SELOLWE
0532,MMEI JUNIOR SECONDARY SCHOOL ,MONARCH CENTRAL
0533,BOTSHELO CLINIC,MONARCH CENTRAL
2222,ST. THERESA CHURCH,MONARCH CENTRAL
0534,MONARCH PRIMARY SCHOOL,MONARCH SOUTH
0535,MONARCH CUSTOMARY COURT ,MONARCH SOUTH
0536,TENT AT BCW NURSERY SCHOOL ,MONARCH SOUTH
0537,TENT AT CHRIST THE WORD OF GOD CHURCH BUILDING ,MONARCH SOUTH
0538,TENT AT ST PAUL APOSTOLIC CHURCH  ,TATI TOWN
0539,BLUETOWN NURSERY SCHOOL,TATI TOWN
0540,TATI TOWN CUSTOMARY COURT ,TATI TOWN
0541,TENT AT SHAA OFFICE,TATI TOWN
0542,FRANCISTOWN SENIOR SECONDARY SCHOOL ,BOTSALANO
0543,AERODROME PRIMARY SCHOOL ,BOTSALANO
0544,TENT AT MAIPAAHELA PARK ,BOTSALANO
0545,TENT AT GERALD ESTATE SHAA WARD OFFICE,KANANA
0546,TENT AT OPEN SPACE - LOT NO. 23896 ,KANANA
0547,ST KIZITO SCHOOL ,KANANA
0548,TENT AT GERALD REHABILITATION CENTRE,KANANA
0549,TENT AT MOPHANE BHC HOUSES ,MOPHANE
0550,TADABIGWA JUNIOR SECONDARY SCHOOL ,MOPHANE
0551,TAGALA PRIMARY SCHOOL,MOPHANE
0552,MAHUDIRI PRIMARY SCHOOL ,MOSELEWAPULA
0553,TENT AT OPEN SPACE AT LOT NO. 27470 (NEAR NEW PRIMARY SCHOOL),MOSELEWAPULA
0554,MOSELEWAPULA CULTURAL VILLAGE ,MOSELEWAPULA
0555,MOSETSE PRIMARY SCHOOL,MOSETSE
0556,TENT AT MOSETSE CLINIC SITE,MOSETSE
0557,MOSETSE BRIGADE,MOSETSE
0558,KUTAMOGOREE PRIMARY SCHOOL,KUTAMOGOREE-LEPASHE
0559,LEPASHE PRIMARY SCHOOL,KUTAMOGOREE-LEPASHE
0560,TENT AT MOKGALO CATTLE CRUSH ,KUTAMOGOREE-LEPASHE
0561,TENT AT LEPASHE KGOTLA ,KUTAMOGOREE-LEPASHE
0562,TENT AT MALETAMOTSE WARD KGOTLA,KUTAMOGOREE-LEPASHE
0563,TACHIBONA PRIMARY SCHOOL,DUKWI
0564,DUKWI PRIMARY SCHOOL,DUKWI
0565,DUKWI JUNIOR SECONDARY SCHOOL,DUKWI
0566,TENT AT NJUTSHAA CATTLE CRUSH ,DUKWI
0567,TENT AT TSHWAANE MOBILE STOP,DUKWI
0568,TENT AT MALELEJWE MOBILE HEALTH STOP,DUKWI
0569,TENT AT BOITEKO WARD KGOTLA,DUKWI
0570,TENT AT BOTSHABELO WARD KGOTLA,DUKWI
0571,TENT AT LAC OFFICE,NATA EAST
0572,TENT AT DIDIBAKWE CATTLE CRUSH  ,NATA EAST
0573,MAKONGWA PRIMARY SCHOOL,NATA EAST
0574,TENT AT ROMAN CATHOLIC CHURCH  ,NATA EAST
0575,TENT AT SEKAO COMMUNITY HALL ,NATA EAST
0576,SUA JUNIOR SECONDARY SCHOOL  ,NATA EAST
0577,TENT AT SEMOWANE KGOTLA,NATA EAST
0578,MANXOTAE PRIMARY SCHOOL,MANXOTAE-SEPAKO
0579,SEPAKO PRIMARY SCHOOL,MANXOTAE-SEPAKO
0580,MAPOSA PRIMARY SCHOOL  ,MANXOTAE-SEPAKO
0581,TENT AT XHAROXWACOO CATTLE CRUSH,MANXOTAE-SEPAKO
0582,TENT AT NATA SUB-LAND BOARD,NATA WEST
0583,NATA PRIMARY SCHOOL,NATA WEST
0584,TENT AT XHAMKWAE MOBILE STOP,NATA WEST
0585,TENT AT KACHIKAU COMMUNITY HALL  ,NATA WEST
0586,TENT AT ROADS DEPARTMENT,NATA WEST
0587,ZOROGA PRIMARY SCHOOL,ZOROGA-TSOKATSHAA
0588,TSOKATSHAA PRIMARY SCHOOL,ZOROGA-TSOKATSHAA
0589,TENT AT THABATSHUKUDU MOBILE HEALTH STOP,ZOROGA-TSOKATSHAA
0590,TENT AT MAOTOMABE CATTLE CRUSH,ZOROGA-TSOKATSHAA
0591,TENT AT MARULAMANTSI CATTLE CRUSH,ZOROGA-TSOKATSHAA
0592,GWETA PRIMARY SCHOOL,GWETA EAST
0593,TENT AT GWETA KGOTLA ,GWETA EAST
0594,TENT AT JUNA MOBILE HEALTH STOP,GWETA EAST
0595,GASEBALWE SERETSE PRIMARY SCHOOL,GWETA EAST
0596,KUTLWANO JUNIOR SECONDARY SCHOOL,GWETA WEST
0597,TENT AT GWETA COMMUNITY HALL,GWETA WEST
0598,TENT AT SENAGORE MOBILE HEALTH STOP,GWETA WEST
0599,TENT AT DAY CARE CENTRE  ,GWETA WEST
0600,TENT AT COUNCIL ABATTOIR,GWETA WEST
0601,SOWA PRIMARY SCHOOL,SOWA
0602,TENT AT TSHIMOLOGO DAY CARE CENTRE,SOWA
0603,TENT AT SOWA TOWN COUNCIL WORKSHOP ,SOWA
0604,MAITENGWE PRIMARY SCHOOL,MAITENGWE NORTH
0605,MOSES MENGWE JUNIOR SECONDARY SCHOOL,MAITENGWE NORTH
0606,TENT AT SABASI ,MAITENGWE NORTH
0607,NSHAMBA PRIMARY SCHOOL,MAITENGWE NORTH
0608,MENGWE PRIMARY SCHOOL ,MAITENGWE SOUTH
0609,TENT AT NON FORMAL EDUCATION CENTER ,MAITENGWE SOUTH
0610,DAGWI PRIMARY SCHOOL,MAITENGWE SOUTH
0611,TENT AT MONYAMA KGOTLA ,MAITENGWE SOUTH
0612,NKANGE PRIMARY SCHOOL,NKANGE-CHANGATE
0613,TENT AT FUNGWANE KGOTLA ,NKANGE-CHANGATE
0614,TENT AT NDZONGA KGOTLA  ,NKANGE-CHANGATE
0615,TENT AT NYEWELE KGOTLA ,NKANGE-CHANGATE
0616,CHANGATE PRIMARY SCHOOL,NKANGE-CHANGATE
0617,NKANGE JUNIOR SECONDARY SCHOOL,NKANGE-CHANGATE
0618,SENETE PRIMARY SCHOOL,NKANGE-SENETE
0619,SENETE KGOTLA,NKANGE-SENETE
0620,MABUWE PRIMARY SCHOOL,NKANGE-SENETE
0621,TENT AT NCHEMANE KGOTLA ,NKANGE-SENETE
0622,TENT AT THUBOSI MOBILE STOP  ,NKANGE-SENETE
0623,TENT AT MOLETSWE KGOTLA,NKANGE-SENETE
0624,SELOLWANE PRIMARY SCHOOL,TUTUME NORTH
0625,LUTHREN DAY CARE CENTRE,TUTUME NORTH
0626,ST. JOHN CHURCH,TUTUME NORTH
0627,TENT AT MAENJANE KGOTLA,TUTUME NORTH
0628,COMMUNITY HALL,TUTUME CENTRAL
0629,MADIKWE KGOTLA,TUTUME CENTRAL
0630,TUTUME MAIN KGOTLA,TUTUME CENTRAL
0631,TENT AT TABONA KGOTLA,TUTUME CENTRAL
0632,MAGAPATONA PRIMARY SCHOOL ,TUTUME EAST
0633,TENT AT ATTRACTIVE VIEW ,TUTUME EAST
0634,TENT AT NSUSWANE CATTLE CRUSH ,TUTUME EAST
2768,TENT AT MACHOLA KGOTLA,TUTUME EAST
0635,OLD APOSTOLIC CHURCH,TUTUME SOUTH
0636,PANDAGALA JUNIOR SECONDARY SCHOOL,TUTUME SOUTH
0637,TENT AT MATHUMO KGOTLA,TUTUME SOUTH
0638,TIMBI PRIMARY SCHOOL,TUTUME SOUTH
0639,MAPHORISA PRIMARY SCHOOL,TUTUME SOUTH
0640,THINI PRIMARY SCHOOL,TUTUME WEST
0641,TENT AT HEAD MOUNTAIN APOSTOLIC CHURCH ,TUTUME WEST
0642,TENT AT THINI CLINIC,TUTUME WEST
0643,TENT AT THINI KGOTLA,TUTUME WEST
0644,GOSHWE PRIMARY SCHOOL,MATOBO-GOSHWE
0645,TENT AT NTOBGWE MOBILE HEALTH ,MATOBO-GOSHWE
0646,TENT AT CHILOKOTI HEALTH STOP  ,MATOBO-GOSHWE
0647,MPITI PRIMARY SCHOOL ,MATOBO-GOSHWE
0648,NSWAZWI PRIMARY SCHOOL,NSWAZWI-MAKUTA
0649,TENT AT MAKUTA OLD MOBILE HEALTH STOP ,NSWAZWI-MAKUTA
0651,MADAWU JUNIOR SECONDARY SCHOOL,NSWAZWI-MAKUTA
0652,MAKUTA PRIMARY SCHOOL,NSWAZWI-MAKUTA
0653,TENT AT NSWAZWI  COOPERATIVE STORE ,NSWAZWI-MAKUTA
0654,NSHAKAZHOGWE PRIMARY SCHOOL,NSHAKAZHOGWE
0655,TENT AT NYADZA KGOTLA,NSHAKAZHOGWE
0656,TENT AT NDZINGE,NSHAKAZHOGWE
0657,SEBINA PRIMARY SCHOOL,SEBINA
0658,SEBINA VDC DAY CARE AND PRE-SCHOOL,SEBINA
0659,ST. JOHN CHURCH ,SEBINA
0660,VDC COMMUNITY HALL  ,SEBINA
0661,TENT AT SEBINA CROSS ,SEBINA
0662,NYAMAMBISI PRIMARY SCHOOL,MAROBELA-MAFHUNGO/HUBONA
0663,MAROBELA MAIN KGOTLA,MAROBELA-MAFHUNGO/HUBONA
0664,TENT AT NTALA VETERINARY CAMP,MAROBELA-MAFHUNGO/HUBONA
0665,MPHINYANE PRIMARY SCHOOL,MAROBELA-MAFHUNGO/HUBONA
0667,MARAPONG PRIMARY SCHOOL,MARAPONG-SEMITWE
0668,MAMPORI PRIMARY SCHOOL ,MARAPONG-SEMITWE
0669,SEMITWE PRIMARY SCHOOL,MARAPONG-SEMITWE
0670,TENT AT SHOROJENAA MOBILE HEALTH STOP ,MARAPONG-SEMITWE
0671,TENT AT MAOTHAKGANG MOBILE HEALTH STOP ,MARAPONG-SEMITWE
0672,TENT AT RATHANG  ,MARAPONG-SEMITWE
0673,TENT AT MASHUNGWA KGOTLA,MATHANGWANE NORTH
0674,MATHANGWANE PRIMARY SCHOOL,MATHANGWANE NORTH
0675,MATHANGWANE MAIN KGOTLA,MATHANGWANE NORTH
0676,TENT AT NKHWANENYAMA KGOTLA,MATHANGWANE NORTH
0677,TENT AT TLHALOGANG MOBILE HEALTH STOP,MATHANGWANE NORTH
0678,MPATANE PRIMARY SCHOOL,MATHANGWANE SOUTH
0679,TENT AT ZEZURU KGOTLA,MATHANGWANE SOUTH
0680,TENT AT LEPHIRI ,MATHANGWANE SOUTH
0681,TENT AT TSHABAE ,MATHANGWANE SOUTH
0682,CHAMABONA JUNIOR SECONDARY SCHOOL,MATHANGWANE SOUTH
0683,CHADIBE NORTH PRIMARY SCHOOL,CHADIBE
0684,TENT AT KAJATA KGOTLA,CHADIBE
0685,TENT AT JOJO MASOMO FOOTBALL GROUNDS ,CHADIBE
0686,TENT AT MAGODI FC GROUNDS ,BOROLONG NORTH
0687,RAPULANE KGOTLA,BOROLONG NORTH
0688,TLHALOGANG JUNIOR SECONDARY SCHOOL,BOROLONG NORTH
0689,TENT AT SHONGWECHENA - MPATANE KGOTLA,BOROLONG NORTH
0690,BOROLONG PRIMARY SCHOOL,BOROLONG SOUTH
0691,BOROLONG MAIN KGOTLA,BOROLONG SOUTH
0692,TENT AT TIGERS GROUNDS ,BOROLONG SOUTH
0693,TENT AT ROADS CAMP ,BOROLONG SOUTH
0694,TENT AT NEW CREATION APOSTOLIC CHURCH ,BOROLONG SOUTH
0695,TENT AT JAPANE ,BOROLONG SOUTH
0696,SHASHE MOOKE PRIMARY SCHOOL,SHASHE MOOKE
0697,SHASHE MOOKE MAIN KGOTLA,SHASHE MOOKE
0698,TENT AT MPHANE ,SHASHE MOOKE
0699,TENT AT THOLO VDC HALL,SHASHE MOOKE
0700,TENT AT STAMBULE KGOTLA,SHASHE MOOKE
0701,JAMATAKA PRIMARY SCHOOL,MAJANA
0702,MAKOBO PRIMARY SCHOOL,MAJANA
0703,NATALE PRIMARY SCHOOL,MAJANA
0704,TENT AT TAPANENG ,MAJANA
0705,TENT AT SHANGANO KGOTLA,MAJANA
0706,TENT AT MOSU MOBILE HEALTH STOP,MAJANA
0707,MABESEKWA PRIMARY SCHOOL,MABESEKWA
0708,MABESEKWA KGOTLA,MABESEKWA
0709,TENT AT BOSWELAMOTHO ,MABESEKWA
0710,TENT AT NYONYOBE MOBILE HEALTH STOP,MABESEKWA
0711,TENT AT TAKUTSHANE ,MABESEKWA
0712,TENT AT LEKOBA KGOTLA,MABESEKWA
0713,TENT AT KGORONYANE MOBILE HEALTH STOP,MABESEKWA
0714,MATSITAMA PRIMARY SCHOOL,MATSITAMA
0715,TENT AT DZIDZIPA ,MATSITAMA
0716,TENT AT TSARUTSARU ,MATSITAMA
0717,TENT AT MATAKANA ,MATSITAMA
0718,TENT AT SPLANDRAA ,MATSITAMA
0719,TENT AT MMAPATSE MOBILE HEALTH STOP ,MATSITAMA
0720,TENT AT JAMINI ,MATSITAMA
0721,MANDUNYANE PRIMARY SCHOOL,MANDUNYANE
0722,TENT AT MASEKA PRE-SCHOOL ,MANDUNYANE
0723,TENT AT MOSHAMO ,MANDUNYANE
0724,TENT AT THAKADIAWA ,MANDUNYANE
0725,TENT AT MANDUNYANE KGOTLA,MANDUNYANE
0726,SEMOTSWANE PRIMARY SCHOOL,SEMOTSWANE
0727,TENT AT SEMOTSWANE OLD KGOTLA ,SEMOTSWANE
0728,TENT AT AFRICA EVANGELICAL CHURCH  ,SEMOTSWANE
0729,TENT AT ROMAN CATHOLIC CHURCH,SEMOTSWANE
0730,TENT AT SHASHE BIBLE TRAINING COLLEGE (MISSION) ,TONOTA WEST
0731,TENT AT TONOTA STADIUM  ,TONOTA WEST
0732,TENT AT FOLEY KGOTLA ,TONOTA WEST
0733,TENT AT DIBONGWANE ,TONOTA WEST
0734,TENT AT NTHELOLANG CATTLEPOST,TONOTA WEST
0735,TONOTA JUNIOR SECONDARY SCHOOL  ,TONOTA WEST
0736,TENT AT THUTSE WELL,TONOTA WEST
0737,THOLODI PRIMARYSSCHOOL,TONOTA NORTH
0738,TENT AT LEOMBOKO KGOTLA,TONOTA NORTH
0739,SHASHE RIVER SENIOR SECONDARY SCHOOL,TONOTA NORTH
0740,RAUWE PRIMARY SCHOOL,TONOTA NORTH
0741,TENT AT HEAD MOUNTAIN CHURCH ,TONOTA NORTH
0742,TENT AT MOLEBATSI KGOTLA ,TONOTA CENTRAL
0743,TONOTA PRIMARY SCHOOL,TONOTA CENTRAL
0744,TONOTA MAIN KGOTLA (OLD SHELTER),TONOTA CENTRAL
0745,TENT AT KWENENG KGOTLA,TONOTA CENTRAL
0746,TENT AT ROMAN CATHOLIC CHURCH  ,TONOTA CENTRAL
0747,TENT AT MANYANDA KGOTLA ,TONOTA CENTRAL
0748,JOHN PHOOKO PRIMARY SCHOOL,THOLOTSANE
0749,MASEDI PRIMARY SCHOOL,THOLOTSANE
0750,RUTWANG JUNIOR SECONDARY SCHOOL,THOLOTSANE
0751,TENT AT PENTECOSTAL HOLINESS CHURCH,THOLOTSANE
0752,MADISAKWANA PRIMARY SCHOOL,TONOTA EAST
0753,TENT AT GULUSHABE MOBILE CLINIC ,TONOTA EAST
0754,TENT AT TLAPA-LA-DIPOO ,TONOTA EAST
0755,TENT AT SPIRITUAL HEALING CHURCH  ,TONOTA EAST
0756,TENT AT SEROTO KGOTLA,TONOTA EAST
0757,TONOTA COLLEGE OF EDUCATION,TONOTA SOUTH EAST
0758,KGOSI SEKOKO PRIMARY SCHOOL,TONOTA SOUTH EAST
0759,TENT AT MHAKAMME KGOTLA,TONOTA SOUTH EAST
0760,TENT AT MAKOMOTO MOBILE CLINIC ,TONOTA SOUTH EAST
0761,TENT AT DIOLO-ACHENA ,TONOTA SOUTH EAST
0762,TENT AT LEGOTLHONG FOOTBALL GROUNDS,TONOTA SOUTH EAST
0763,TENT AT MABOLE,TONOTA SOUTH EAST
0764,TENT AT GOJWANE KGOTLA,GOJWANE
0765,GOJWANE PRIMARY SCHOOL,GOJWANE
0766,SERULE PRIMARY SCHOOL,SERULE
0767,BONWATLOU JUNIOR SECONDARY SCHOOL,SERULE
0768,SERULE COMMUNITY HALL,SERULE
0769,TENT AT INDEPENDENT ASSEMBLIES OF  BOTSWANA,SERULE
0770,LEPOKOLE PRIMARY SCHOOL,LEPOKOLE
0771,LEPOKOLE KGOTLA,LEPOKOLE
0772,TENT AT MASHAMBE HEALTH MOBILE STOP,LEPOKOLE
0773,BOROTSI PRIMARY SCHOOL,BOBONONG NORTH
0774,TENT AT BOROTSI CLINIC ,BOBONONG NORTH
0775,BOBONONG  COMMUNITY JUNIOR SECONDARY SCHOOL,BOBONONG CENTRAL
0776,BOBONONG PRIMARY SCHOOL,BOBONONG CENTRAL
0777,BOBONONG COMMUNITY HALL,BOBONONG CENTRAL
0778,MABUMAHIBIDU PRIMARY SCHOOL,BOBONONG CENTRAL
